,video-id,t-start,t-end,label,score
0,Right_side_window_user_id_12670_NoAudio_7,359.3193359375,374.4259033203125,15,0.9368906617164612
1,Right_side_window_user_id_12670_NoAudio_7,185.8292694091797,189.33859252929688,7,0.8894465565681458
2,Right_side_window_user_id_12670_NoAudio_7,274.0009765625,277.87969970703125,10,0.8697280287742615
3,Right_side_window_user_id_12670_NoAudio_7,427.0956726074219,438.31939697265625,2,0.8689916133880615
4,Right_side_window_user_id_12670_NoAudio_7,393.25311279296875,411.34344482421875,4,0.8676370978355408
5,Right_side_window_user_id_12670_NoAudio_7,330.96844482421875,337.3406066894531,8,0.8622414469718933
6,Right_side_window_user_id_12670_NoAudio_7,459.6910095214844,474.7995300292969,11,0.8551355600357056
7,Right_side_window_user_id_12670_NoAudio_7,300.5650634765625,318.2863464355469,3,0.8462069034576416
8,Right_side_window_user_id_12670_NoAudio_7,41.34077453613281,55.92110824584961,6,0.8326495885848999
9,Right_side_window_user_id_12670_NoAudio_7,125.40612030029297,141.0941925048828,14,0.8220207095146179
10,Right_side_window_user_id_12670_NoAudio_7,9.404500007629395,27.330814361572266,5,0.7870893478393555
11,Right_side_window_user_id_12670_NoAudio_7,73.14309692382812,76.08755493164062,9,0.7568144798278809
12,Right_side_window_user_id_12670_NoAudio_7,244.49826049804688,249.98313903808594,12,0.7564630508422852
13,Right_side_window_user_id_12670_NoAudio_7,209.51620483398438,231.1243133544922,0,0.7214720249176025
14,Right_side_window_user_id_12670_NoAudio_7,97.95993041992188,99.6091079711914,1,0.6430855989456177
15,Right_side_window_user_id_12670_NoAudio_7,154.5146026611328,157.48410034179688,14,0.5789202451705933
16,Right_side_window_user_id_12670_NoAudio_7,124.16720581054688,142.24453735351562,2,0.3307013511657715
17,Right_side_window_user_id_12670_NoAudio_7,242.70626831054688,249.8577423095703,13,0.0668693408370018
18,Rearview_user_id_12670_NoAudio_5,358.15399169921875,374.11370849609375,15,0.9368151426315308
19,Rearview_user_id_12670_NoAudio_5,427.86541748046875,440.5663757324219,2,0.9046921730041504
20,Rearview_user_id_12670_NoAudio_5,125.04933166503906,141.54275512695312,14,0.8991800546646118
21,Rearview_user_id_12670_NoAudio_5,331.3231506347656,340.1663513183594,8,0.8966481685638428
22,Rearview_user_id_12670_NoAudio_5,186.2639617919922,191.00961303710938,7,0.8952993154525757
23,Rearview_user_id_12670_NoAudio_5,273.7322082519531,278.22760009765625,10,0.8645123243331909
24,Rearview_user_id_12670_NoAudio_5,69.4791259765625,80.7712173461914,9,0.861531138420105
25,Rearview_user_id_12670_NoAudio_5,299.1448669433594,317.5069885253906,3,0.8484441637992859
26,Rearview_user_id_12670_NoAudio_5,393.65179443359375,412.69964599609375,4,0.8086497783660889
27,Rearview_user_id_12670_NoAudio_5,9.900879859924316,25.869457244873047,5,0.8084121942520142
28,Rearview_user_id_12670_NoAudio_5,243.92819213867188,248.98687744140625,7,0.7311643958091736
29,Rearview_user_id_12670_NoAudio_5,154.43984985351562,157.1129608154297,14,0.6655344367027283
30,Rearview_user_id_12670_NoAudio_5,459.2320251464844,473.5384826660156,11,0.6645228862762451
31,Rearview_user_id_12670_NoAudio_5,210.15696716308594,229.8995819091797,0,0.6323311924934387
32,Rearview_user_id_12670_NoAudio_5,96.27706909179688,98.1567611694336,1,0.5615366101264954
33,Rearview_user_id_12670_NoAudio_5,41.02280044555664,55.45341491699219,5,0.5359717011451721
34,Rearview_user_id_12670_NoAudio_5,459.95318603515625,472.7510681152344,12,0.4787848889827728
35,Rearview_user_id_12670_NoAudio_5,40.77659225463867,55.754539489746094,6,0.4333798587322235
36,Rearview_user_id_12670_NoAudio_5,243.92819213867188,248.98687744140625,12,0.21258972585201263
37,Rearview_user_id_12670_NoAudio_5,243.7733917236328,248.39231872558594,13,0.04473239183425903
38,Right_side_window_user_id_12670_NoAudio_5,357.7187805175781,374.1708984375,15,0.9235156774520874
39,Right_side_window_user_id_12670_NoAudio_5,185.8373260498047,190.52928161621094,7,0.9226006269454956
40,Right_side_window_user_id_12670_NoAudio_5,330.703125,339.8885803222656,8,0.9028790593147278
41,Right_side_window_user_id_12670_NoAudio_5,273.3215637207031,277.86083984375,10,0.8913912773132324
42,Right_side_window_user_id_12670_NoAudio_5,427.4702453613281,439.89935302734375,2,0.8874035477638245
43,Right_side_window_user_id_12670_NoAudio_5,298.6002502441406,316.56744384765625,3,0.8582121729850769
44,Right_side_window_user_id_12670_NoAudio_5,41.02953338623047,54.9592399597168,6,0.8574755787849426
45,Right_side_window_user_id_12670_NoAudio_5,393.1697082519531,411.5820617675781,4,0.8470721244812012
46,Right_side_window_user_id_12670_NoAudio_5,9.489070892333984,25.493896484375,5,0.7973055243492126
47,Right_side_window_user_id_12670_NoAudio_5,70.34903717041016,80.75979614257812,9,0.7881850004196167
48,Right_side_window_user_id_12670_NoAudio_5,128.24105834960938,141.26576232910156,2,0.7494226098060608
49,Right_side_window_user_id_12670_NoAudio_5,458.97918701171875,472.4451599121094,11,0.6989338397979736
