,video-id,t-start,t-end,label,score
0,Right_side_window_user_id_12670_NoAudio_7,359.6126403808594,374.7456359863281,15,0.9416815042495728
1,Right_side_window_user_id_12670_NoAudio_7,330.99481201171875,337.3067321777344,8,0.9088405966758728
2,Right_side_window_user_id_12670_NoAudio_7,301.3291931152344,318.4748229980469,3,0.8943984508514404
3,Right_side_window_user_id_12670_NoAudio_7,185.8622283935547,189.44325256347656,7,0.8829715847969055
4,Right_side_window_user_id_12670_NoAudio_7,427.275390625,438.41876220703125,2,0.8676556944847107
5,Right_side_window_user_id_12670_NoAudio_7,273.9844055175781,277.8818054199219,10,0.8549172282218933
6,Right_side_window_user_id_12670_NoAudio_7,41.23038864135742,56.43965148925781,6,0.8523083329200745
7,Right_side_window_user_id_12670_NoAudio_7,393.6258239746094,411.0014343261719,4,0.8419888019561768
8,Right_side_window_user_id_12670_NoAudio_7,125.0571060180664,142.12615966796875,14,0.8392349481582642
9,Right_side_window_user_id_12670_NoAudio_7,9.274994850158691,27.865957260131836,5,0.8148454427719116
10,Right_side_window_user_id_12670_NoAudio_7,244.35809326171875,250.2004852294922,12,0.8025211691856384
11,Right_side_window_user_id_12670_NoAudio_7,459.9588928222656,474.0231018066406,11,0.7882928848266602
12,Right_side_window_user_id_12670_NoAudio_7,207.95750427246094,228.79025268554688,0,0.7660492062568665
13,Right_side_window_user_id_12670_NoAudio_7,73.21778869628906,76.14173889160156,9,0.7259805798530579
14,Right_side_window_user_id_12670_NoAudio_7,98.0106430053711,99.55757904052734,1,0.6503327488899231
15,Right_side_window_user_id_12670_NoAudio_7,154.56556701660156,157.48297119140625,14,0.6132805347442627
16,Right_side_window_user_id_12670_NoAudio_7,461.0666809082031,473.4571533203125,13,0.09534862637519836
17,Rearview_user_id_12670_NoAudio_5,358.09039306640625,374.47845458984375,15,0.9301150441169739
18,Rearview_user_id_12670_NoAudio_5,331.4616394042969,340.2767028808594,8,0.9255846738815308
19,Rearview_user_id_12670_NoAudio_5,428.12548828125,440.6655578613281,2,0.9173288345336914
20,Rearview_user_id_12670_NoAudio_5,125.04997253417969,141.86709594726562,14,0.9171556234359741
21,Rearview_user_id_12670_NoAudio_5,186.33412170410156,191.0629425048828,7,0.9061811566352844
22,Rearview_user_id_12670_NoAudio_5,69.53378295898438,80.75151062011719,9,0.875397264957428
23,Rearview_user_id_12670_NoAudio_5,299.5440673828125,317.54937744140625,3,0.8651175498962402
24,Rearview_user_id_12670_NoAudio_5,273.7416687011719,278.15509033203125,10,0.8534601926803589
25,Rearview_user_id_12670_NoAudio_5,394.1257019042969,412.04620361328125,4,0.8283153772354126
26,Rearview_user_id_12670_NoAudio_5,9.737796783447266,26.41229248046875,5,0.8103162050247192
27,Rearview_user_id_12670_NoAudio_5,207.95933532714844,229.6596221923828,0,0.7635237574577332
28,Rearview_user_id_12670_NoAudio_5,243.93923950195312,249.02870178222656,7,0.7151997089385986
29,Rearview_user_id_12670_NoAudio_5,459.2297668457031,473.7867736816406,12,0.6585960984230042
30,Rearview_user_id_12670_NoAudio_5,154.45986938476562,157.07630920410156,14,0.6441192030906677
31,Rearview_user_id_12670_NoAudio_5,40.793155670166016,55.73915100097656,6,0.5822541117668152
32,Rearview_user_id_12670_NoAudio_5,96.32025909423828,98.13618469238281,1,0.5550425052642822
33,Rearview_user_id_12670_NoAudio_5,40.92919921875,55.5233154296875,5,0.45539554953575134
