,video-id,t-start,t-end,label,score
0,Right_side_window_user_id_12670_NoAudio_7,359.2789306640625,374.3719482421875,15,0.9115805625915527
1,Right_side_window_user_id_12670_NoAudio_7,185.8319854736328,189.33544921875,7,0.890693187713623
2,Right_side_window_user_id_12670_NoAudio_7,427.6514587402344,437.9756164550781,2,0.890001654624939
3,Right_side_window_user_id_12670_NoAudio_7,331.14947509765625,337.6529846191406,8,0.8606203198432922
4,Right_side_window_user_id_12670_NoAudio_7,41.90639877319336,55.64448547363281,6,0.8573747873306274
5,Right_side_window_user_id_12670_NoAudio_7,393.3764953613281,411.5780334472656,4,0.8372985124588013
6,Right_side_window_user_id_12670_NoAudio_7,273.85986328125,277.9627990722656,10,0.8351165652275085
7,Right_side_window_user_id_12670_NoAudio_7,206.56744384765625,230.49270629882812,0,0.8339475393295288
8,Right_side_window_user_id_12670_NoAudio_7,10.721202850341797,28.21897315979004,5,0.782617449760437
9,Right_side_window_user_id_12670_NoAudio_7,244.89263916015625,251.01950073242188,7,0.7737081050872803
10,Right_side_window_user_id_12670_NoAudio_7,458.9275207519531,474.8650207519531,11,0.7546507716178894
11,Right_side_window_user_id_12670_NoAudio_7,300.4018249511719,318.5924987792969,3,0.7499926686286926
12,Right_side_window_user_id_12670_NoAudio_7,73.22965240478516,76.20682525634766,9,0.7401757836341858
13,Right_side_window_user_id_12670_NoAudio_7,125.15140533447266,140.2728729248047,14,0.7103308439254761
14,Right_side_window_user_id_12670_NoAudio_7,98.06912231445312,99.44812774658203,1,0.6544051766395569
15,Right_side_window_user_id_12670_NoAudio_7,153.99244689941406,157.90908813476562,14,0.5851422548294067
16,Right_side_window_user_id_12670_NoAudio_7,124.7363052368164,141.6196746826172,2,0.4237406849861145
17,Right_side_window_user_id_12670_NoAudio_7,154.11798095703125,157.74603271484375,13,0.3344545364379883
18,Right_side_window_user_id_12670_NoAudio_7,459.79638671875,475.0238037109375,12,0.2986343801021576
19,Right_side_window_user_id_12670_NoAudio_7,73.24292755126953,76.28803253173828,10,0.27855682373046875
20,Right_side_window_user_id_12670_NoAudio_7,299.7319030761719,319.0084228515625,14,0.21977731585502625
21,Rearview_user_id_12670_NoAudio_5,358.13568115234375,373.8793029785156,15,0.9110225439071655
22,Rearview_user_id_12670_NoAudio_5,331.09039306640625,340.2034912109375,8,0.9076249003410339
23,Rearview_user_id_12670_NoAudio_5,186.24166870117188,191.0316619873047,7,0.8991690874099731
24,Rearview_user_id_12670_NoAudio_5,428.2756042480469,439.91485595703125,2,0.8968985676765442
25,Rearview_user_id_12670_NoAudio_5,124.48294067382812,141.6741485595703,14,0.8636431097984314
26,Rearview_user_id_12670_NoAudio_5,298.818359375,316.80206298828125,3,0.848285436630249
27,Rearview_user_id_12670_NoAudio_5,70.43989562988281,81.23318481445312,9,0.8412595391273499
28,Rearview_user_id_12670_NoAudio_5,273.4755554199219,278.2701721191406,10,0.8245444297790527
29,Rearview_user_id_12670_NoAudio_5,10.40966796875,25.208723068237305,5,0.8204982280731201
30,Rearview_user_id_12670_NoAudio_5,394.24237060546875,410.44122314453125,4,0.7931035161018372
31,Rearview_user_id_12670_NoAudio_5,204.3528594970703,231.3584747314453,0,0.7751717567443848
32,Rearview_user_id_12670_NoAudio_5,40.391700744628906,55.5903434753418,5,0.7135065197944641
33,Rearview_user_id_12670_NoAudio_5,153.9884796142578,157.38726806640625,14,0.6639540791511536
34,Rearview_user_id_12670_NoAudio_5,459.3356628417969,474.10040283203125,11,0.6128097176551819
35,Rearview_user_id_12670_NoAudio_5,243.76382446289062,249.44119262695312,7,0.6065590381622314
36,Rearview_user_id_12670_NoAudio_5,96.46153259277344,98.34668731689453,1,0.5502224564552307
37,Rearview_user_id_12670_NoAudio_5,243.76382446289062,249.44119262695312,12,0.47711852192878723
38,Rearview_user_id_12670_NoAudio_5,70.4584732055664,80.87053680419922,10,0.30698007345199585
39,Rearview_user_id_12670_NoAudio_5,154.07884216308594,157.16439819335938,13,0.2602287232875824
40,Rearview_user_id_12670_NoAudio_5,459.88946533203125,472.9175109863281,12,0.22360581159591675
41,Rearview_user_id_12670_NoAudio_5,124.11786651611328,141.94058227539062,2,0.21936367452144623
